日付,始値,高値,安値,終値,出来高
2011/09/20,8685,8700,8640,8645,266290
2011/09/21,8655,8710,8645,8680,296318
2011/09/22,8570,8575,8485,8505,322123
2011/09/26,8485,8490,8290,8290,554091
2011/09/27,8440,8580,8420,8580,393402
2011/09/28,8615,8670,8595,8640,396207
2011/09/29,8530,8715,8500,8710,488177
2011/09/30,8715,8765,8655,8680,457205
2011/10/03,8550,8565,8460,8530,366929
2011/10/04,8405,8475,8360,8450,469241
2011/10/05,8505,8510,8350,8380,478275
2011/10/06,8485,8550,8475,8530,334118
2011/10/07,8610,8670,8585,8585,323138
2011/10/11,8785,8810,8755,8770,225848
2011/10/12,8725,8765,8690,8735,262466
2011/10/13,8845,8860,8800,8800,261227
2011/10/14,8785,8795,8740,8770,223343
2011/10/17,8885,8910,8865,8900,236858
2011/10/18,8750,8780,8730,8755,222769
2011/10/19,8830,8835,8750,8790,251586
2011/10/20,8750,8750,8670,8670,250282
2011/10/21,8690,8705,8655,8685,185439
2011/10/24,8775,8850,8770,8835,204171
2011/10/25,8855,8870,8755,8765,252026
2011/10/26,8680,8800,8650,8725,305303
2011/10/27,8770,8925,8730,8920,408108
2011/10/28,9085,9095,9010,9045,295938
2011/10/31,9020,9165,8960,8960,507584
2011/11/01,8880,8950,8835,8850,371507
2011/11/02,8710,8710,8640,8695,337457
2011/11/04,8780,8820,8730,8795,253899
2011/11/07,8770,8780,8745,8760,176766
2011/11/08,8740,8770,8645,8665,299098
2011/11/09,8730,8765,8675,8735,288115
2011/11/10,8545,8570,8495,8495,355256
2011/11/11,8530,8565,8485,8500,317422
2011/11/14,8645,8665,8600,8625,235789
2011/11/15,8550,8595,8535,8560,210516
2011/11/16,8555,8570,8450,8450,266529
2011/11/17,8435,8495,8405,8465,300151
2011/11/18,8370,8410,8360,8410,264645
2011/11/21,8365,8380,8345,8360,162484
2011/11/22,8270,8355,8260,8320,308370
2011/11/24,8185,8220,8155,8155,228894
2011/11/25,8135,8195,8135,8180,241655
2011/11/28,8280,8325,8260,8300,252526
2011/11/29,8380,8480,8350,8480,291795
2011/11/30,8400,8440,8360,8415,210288
2011/12/01,8645,8665,8580,8600,325886
2011/12/02,8605,8655,8590,8655,221316
2011/12/05,8710,8715,8670,8675,195141
2011/12/06,8650,8670,8570,8580,250393
2011/12/07,8630,8730,8620,8695,296871
2011/12/08,8660,8695,8630,8685,236935
2011/12/09,8545,8570,8490,8520,345450
2011/12/12,8655,8670,8615,8615,211535
2011/12/13,8520,8590,8510,8545,224536
2011/12/14,8500,8525,8480,8510,215852
2011/12/15,8430,8440,8365,8370,221625
2011/12/16,8410,8425,8380,8405,184748
2011/12/19,8350,8360,8260,8300,256574
2011/12/20,8320,8350,8305,8325,144747
2011/12/21,8450,8465,8430,8440,152693
2011/12/22,8420,8430,8375,8380,113013
2011/12/26,8520,8525,8445,8445,108373
2011/12/27,8425,8455,8415,8455,94441
2011/12/28,8440,8460,8410,8420,104579
2011/12/29,8365,8400,8330,8395,173223
2011/12/30,8440,8450,8415,8440,112027
2012/01/04,8535,8575,8530,8540,230249
2012/01/05,8500,8515,8475,8495,122172
2012/01/06,8490,8495,8340,8390,290501
2012/01/10,8400,8440,8400,8415,186800
2012/01/11,8435,8455,8420,8430,180573
2012/01/12,8425,8425,8355,8380,214979
2012/01/13,8450,8510,8450,8495,244896
2012/01/16,8405,8410,8345,8375,238821
2012/01/17,8420,8475,8405,8470,208926
2012/01/18,8455,8600,8435,8545,412172
2012/01/19,8600,8680,8595,8645,337485
2012/01/20,8745,8790,8720,8755,367548
2012/01/23,8750,8790,8740,8770,181929
2012/01/24,8810,8820,8760,8785,212898
2012/01/25,8830,8905,8810,8870,307806
2012/01/26,8890,8895,8830,8840,213211
2012/01/27,8840,8885,8810,8830,302365
2012/01/30,8805,8835,8765,8800,291439
2012/01/31,8790,8835,8770,8805,265459
2012/02/01,8780,8830,8775,8790,206823
2012/02/02,8865,8900,8860,8870,237334
2012/02/03,8845,8870,8815,8835,238628
2012/02/06,8945,8950,8900,8900,196441
2012/02/07,8895,8925,8880,8900,195228
2012/02/08,8960,9010,8955,8995,272674
2012/02/09,8985,9010,8935,9005,312728
2012/02/10,9010,9015,8945,8970,234868
2012/02/13,8940,9015,8940,9000,277271
2012/02/14,8970,9070,8965,9060,363977
2012/02/15,9115,9315,9105,9265,544151
2012/02/16,9225,9305,9210,9225,429152
2012/02/17,9400,9435,9370,9405,383557
2012/02/20,9565,9570,9460,9470,300736
2012/02/21,9460,9515,9435,9490,434021
2012/02/22,9470,9565,9435,9565,368504
2012/02/23,9555,9605,9505,9575,319382
2012/02/24,9580,9640,9570,9640,326472
2012/02/27,9730,9740,9615,9615,342529
2012/02/28,9570,9760,9530,9760,611643
2012/02/29,9785,9875,9705,9710,524954
2012/03/01,9790,9870,9670,9715,588753
2012/03/02,9805,9815,9730,9760,434100
2012/03/05,9755,9795,9670,9685,387168
2012/03/06,9710,9740,9600,9645,467528
2012/03/07,9530,9610,9510,9575,485714
2012/03/08,9680,9770,9660,9770,257427
2012/03/09,9835,9945,9775,9840,552403
2012/03/12,9955,9960,9805,9810,405650
2012/03/13,9860,9945,9810,9835,587665
2012/03/14,10020,10050,9980,10020,348767
2012/03/15,10055,10095,10005,10055,360902
2012/03/16,10035,10075,10020,10060,296772
2012/03/19,10075,10105,10065,10080,181580
2012/03/21,10040,10070,10005,10015,296202
2012/03/22,9995,10070,9985,10040,386094
2012/03/23,9940,9965,9925,9940,225508
2012/03/26,9965,9990,9940,9955,232701
2012/03/27,10095,10190,10080,10180,402600
2012/03/28,10170,10215,10135,10175,322556
2012/03/29,10145,10165,10090,10110,335665
2012/03/30,10095,10125,10040,10090,350441
2012/04/02,10185,10200,10105,10105,308424
2012/04/03,10085,10095,10050,10055,232629
2012/04/04,10060,10075,9815,9825,568761
2012/04/05,9755,9820,9695,9790,469818
2012/04/06,9720,9750,9665,9680,302885
2012/04/09,9560,9625,9535,9555,341413
2012/04/10,9580,9665,9515,9535,454072
2012/04/11,9390,9495,9385,9445,495467
2012/04/12,9485,9550,9455,9545,314505
2012/04/13,9655,9700,9620,9640,408745
2012/04/16,9520,9535,9460,9465,318177
2012/04/17,9475,9525,9455,9460,275035
2012/04/18,9620,9695,9605,9665,278009
2012/04/19,9590,9630,9570,9610,226915
2012/04/20,9580,9585,9530,9565,253898
2012/04/23,9595,9650,9515,9550,267143
2012/04/24,9470,9515,9420,9485,321710
2012/04/25,9580,9590,9535,9555,203191
2012/04/26,9620,9640,9535,9555,264617
2012/04/27,9575,9700,9465,9495,559381
2012/05/01,9470,9475,9330,9330,296496
2012/05/02,9395,9425,9350,9370,276273
2012/05/07,9100,9170,9100,9115,356296
2012/05/08,9195,9215,9165,9175,224606
2012/05/09,9095,9105,9020,9050,351275
2012/05/10,9005,9075,8985,9030,385608
2012/05/11,9010,9050,8930,8940,372704
2012/05/14,8985,9030,8945,8970,310661
2012/05/15,8900,8930,8840,8910,408430
2012/05/16,8875,8885,8750,8755,531542
2012/05/17,8790,8880,8760,8850,424678
2012/05/18,8700,8700,8580,8605,527981
2012/05/21,8620,8675,8605,8620,316570
2012/05/22,8715,8740,8690,8725,304892
2012/05/23,8705,8710,8535,8570,483676
2012/05/24,8545,8605,8495,8560,406713
2012/05/25,8600,8615,8550,8580,339314
2012/05/28,8600,8620,8565,8600,210890
2012/05/29,8565,8660,8515,8650,405732
2012/05/30,8640,8650,8565,8615,342478
2012/05/31,8490,8540,8450,8530,383645
2012/06/01,8460,8490,8420,8425,366844
2012/06/04,8235,8295,8230,8285,380711
2012/06/05,8320,8405,8310,8405,410770
2012/06/06,8435,8550,8410,8530,486615
2012/06/07,8645,8650,8595,8615,205394
2012/06/08,8600,8605,8410,8430,430937
2012/06/11,8620,8650,8575,8610,251303
2012/06/12,8460,8560,8435,8535,292646
2012/06/13,8550,8605,8540,8580,241128
2012/06/14,8515,8580,8510,8575,208474
2012/06/15,8605,8615,8535,8555,299102
2012/06/18,8735,8755,8700,8730,267892
2012/06/19,8680,8700,8620,8650,205075
2012/06/20,8715,8755,8690,8735,241567
2012/06/21,8780,8845,8775,8815,312812
2012/06/22,8710,8820,8710,8785,279818
2012/06/25,8820,8825,8710,8720,257411
2012/06/26,8655,8695,8605,8690,304633
2012/06/27,8675,8735,8640,8735,232831
2012/06/28,8805,8880,8800,8870,279801
2012/06/29,8810,9075,8790,9005,559017
2012/07/02,9085,9090,8995,9020,239584
2012/07/03,9010,9085,9010,9070,285851
2012/07/04,9110,9135,9080,9085,272891
2012/07/05,9070,9125,9060,9085,264278
2012/07/06,9050,9080,8970,9020,328409
2012/07/09,8925,8950,8880,8885,251355
2012/07/10,8920,8970,8855,8855,278974
2012/07/11,8825,8855,8795,8845,202359
2012/07/12,8860,8860,8695,8705,482990
2012/07/13,8685,8755,8680,8700,263214
2012/07/17,8720,8810,8710,8750,236259
2012/07/18,8780,8795,8710,8735,254916
2012/07/19,8805,8835,8765,8790,266961
2012/07/20,8780,8790,8650,8665,297465
2012/07/23,8580,8605,8490,8505,269612
2012/07/24,8490,8515,8440,8465,301147
2012/07/25,8395,8430,8320,8355,331502
2012/07/26,8395,8445,8350,8440,313777
2012/07/27,8550,8565,8510,8555,265395
2012/07/30,8655,8670,8585,8615,260416
2012/07/31,8590,8735,8575,8680,362934
2012/08/01,8610,8655,8570,8630,306572
2012/08/02,8645,8705,8630,8630,312193
2012/08/03,8530,8555,8505,8550,263780
2012/08/06,8685,8750,8680,8735,278937
2012/08/07,8715,8810,8710,8805,358078
2012/08/08,8890,8960,8845,8870,439533
2012/08/09,8860,9000,8855,8980,561191
2012/08/10,8930,8950,8850,8875,319914
2012/08/13,8875,8900,8860,8875,182012
2012/08/14,8900,8970,8890,8925,274548
2012/08/15,8950,8955,8855,8915,207297
2012/08/16,8960,9095,8955,9075,362550
2012/08/17,9115,9185,9085,9170,359476
2012/08/20,9200,9220,9145,9195,259375
2012/08/21,9170,9190,9135,9150,203747
2012/08/22,9155,9160,9070,9115,322268
2012/08/23,9080,9190,9060,9180,362822
2012/08/24,9065,9080,9035,9055,237753
2012/08/27,9130,9150,9080,9080,243971
2012/08/28,9130,9135,8985,9040,384202
2012/08/29,9045,9080,9035,9080,161806
2012/08/30,9065,9070,8955,8975,293100
2012/08/31,8900,8935,8815,8815,271824
2012/09/03,8840,8895,8760,8785,453975
2012/09/04,8800,8810,8725,8775,438943
2012/09/05,8770,8770,8665,8670,322607
2012/09/06,8695,8700,8650,8690,267514
2012/09/07,8870,8880,8800,8880,327914
2012/09/10,8850,8885,8830,8870,229998
2012/09/11,8815,8815,8770,8795,254520
2012/09/12,8815,8970,8815,8960,405069
2012/09/13,8960,9030,8925,8995,186973
2012/09/14,9055,9135,9020,9080,361744
2012/09/18,9100,9115,9050,9070,338411
2012/09/19,9105,9225,9070,9165,472452
2012/09/20,9110,9150,8995,8995,397674
2012/09/21,9050,9095,9035,9055,241990
2012/09/24,9015,9030,8960,8990,267561
2012/09/25,8975,9050,8960,9015,296913
2012/09/26,8935,8965,8895,8910,277307
2012/09/27,8865,8965,8845,8965,276043
2012/09/28,8980,8990,8840,8875,355409
2012/10/01,8820,8840,8760,8790,264008
2012/10/02,8825,8850,8770,8780,238163
2012/10/03,8780,8815,8730,8750,275893
2012/10/04,8795,8880,8740,8840,349155
2012/10/05,8855,8885,8800,8875,326933
2012/10/09,8820,8850,8765,8765,282245
2012/10/10,8650,8660,8575,8590,331825
2012/10/11,8520,8610,8515,8560,384700
2012/10/12,8540,8590,8520,8565,321762
2012/10/15,8530,8605,8490,8585,347048
2012/10/16,8655,8720,8645,8720,284395
2012/10/17,8775,8845,8760,8810,342392
2012/10/18,8880,9000,8875,8990,428531
2012/10/19,8955,9025,8940,8995,307122
2012/10/22,8875,9040,8870,9020,333398
2012/10/23,9070,9085,8970,9010,320700
2012/10/24,8910,9055,8905,8970,362749
2012/10/25,8965,9070,8950,9065,306200
2012/10/26,9065,9085,8930,8935,423071
2012/10/29,8960,8995,8905,8915,257968
2012/10/30,8955,9010,8815,8850,499927
2012/10/31,8930,8990,8905,8920,334507
2012/11/01,8940,8985,8870,8950,316582
2012/11/02,9065,9080,9030,9060,202471
2012/11/05,9000,9045,8985,9015,227178
2012/11/06,8990,8995,8960,8985,179919
2012/11/07,9040,9040,8905,8960,649907
2012/11/08,8870,8895,8805,8840,325456
2012/11/09,8755,8780,8730,8765,251335
2012/11/12,8710,8730,8670,8685,210463
2012/11/13,8720,8730,8620,8665,287333
2012/11/14,8670,8685,8650,8665,157006
2012/11/15,8700,8830,8680,8815,388013
2012/11/16,8900,9040,8895,9010,526248
2012/11/19,9155,9190,9135,9135,385293
2012/11/20,9195,9200,9125,9125,306312
2012/11/21,9210,9260,9160,9220,479236
2012/11/22,9350,9365,9305,9365,280622
2012/11/26,9470,9495,9390,9400,319632
2012/11/27,9375,9460,9370,9430,405300
2012/11/28,9375,9410,9300,9300,348102
2012/11/29,9375,9420,9350,9410,302678
2012/11/30,9450,9500,9380,9450,469244
2012/12/03,9495,9530,9450,9465,288831
2012/12/04,9435,9460,9405,9430,292854
2012/12/05,9385,9525,9380,9475,381637
2012/12/06,9530,9570,9500,9545,321032
2012/12/07,9545,9575,9520,9550,249220
2012/12/10,9575,9585,9515,9535,262338
2012/12/11,9515,9535,9490,9520,268037
2012/12/12,9600,9610,9565,9575,271402
2012/12/13,9685,9775,9675,9760,224096
2012/12/14,9705,9775,9670,9765,383974
2012/12/17,9920,9925,9815,9820,421469
2012/12/18,9840,9970,9835,9945,438490
2012/12/19,10040,10180,10010,10180,454074
2012/12/20,10095,10150,10015,10030,607637
2012/12/21,10150,10175,9915,9950,824558
2012/12/25,10115,10130,10025,10070,281384
2012/12/26,10130,10245,10110,10240,388481
2012/12/27,10315,10395,10305,10370,464332
2012/12/28,10435,10450,10380,10430,408119
2013/01/04,10750,10765,10650,10685,465982
2013/01/07,10740,10745,10585,10620,489464
2013/01/08,10545,10600,10465,10480,554447
2013/01/09,10395,10625,10395,10565,592604
2013/01/10,10640,10690,10620,10665,399864
2013/01/11,10810,10835,10745,10820,520134
2013/01/15,10920,10960,10850,10885,512898
2013/01/16,10820,10825,10580,10585,708695
2013/01/17,10665,10700,10425,10620,804084
2013/01/18,10845,10925,10800,10920,574059
2013/01/21,10950,10955,10710,10715,495516
2013/01/22,10765,10860,10605,10710,881456
2013/01/23,10565,10660,10460,10460,541610
2013/01/24,10440,10640,10435,10625,591429
2013/01/25,10835,10935,10805,10925,490256
2013/01/28,11000,11005,10805,10820,588601
2013/01/29,10740,10945,10735,10885,504335
2013/01/30,10915,11115,10900,11110,545878
2013/01/31,11055,11150,10995,11115,585154
2013/02/01,11180,11245,11135,11180,537018
2013/02/04,11250,11290,11185,11265,452488
2013/02/05,11095,11170,11040,11070,614378
2013/02/06,11290,11505,11280,11435,767098
2013/02/07,11360,11450,11285,11390,614100
2013/02/08,11240,11300,11125,11170,716032
2013/02/12,11405,11465,11360,11370,563008
2013/02/13,11325,11370,11190,11265,481861
2013/02/14,11275,11360,11240,11330,480263
2013/02/15,11235,11265,11060,11170,712426
2013/02/18,11335,11460,11320,11405,526373
2013/02/19,11345,11415,11340,11370,334429
2013/02/20,11480,11515,11435,11445,431946
2013/02/21,11405,11440,11295,11310,503704
2013/02/22,11235,11410,11165,11410,632651
2013/02/25,11610,11670,11555,11660,519475
2013/02/26,11355,11525,11345,11410,791402
2013/02/27,11425,11430,11240,11255,589446
2013/02/28,11420,11575,11415,11505,614484
2013/03/01,11480,11650,11470,11580,508363
2013/03/04,11705,11770,11630,11650,348021
2013/03/05,11740,11785,11665,11690,513810
2013/03/06,11830,11935,11805,11935,398919
2013/03/07,12035,12070,11945,11975,238727
2013/03/08,12035,12225,12010,12225,603790
2013/03/11,12290,12345,12230,12290,573405
2013/03/12,12375,12395,12250,12255,544525
2013/03/13,12190,12275,12160,12195,505605
2013/03/14,12275,12330,12180,12325,434315
2013/03/15,12370,12495,12365,12485,515032
2013/03/18,12265,12310,12145,12175,598352
2013/03/19,12365,12430,12345,12425,443617
2013/03/21,12525,12580,12515,12570,395403
2013/03/22,12425,12455,12270,12315,561198
2013/03/25,12450,12535,12410,12510,432652
2013/03/26,12395,12480,12360,12375,491653
2013/03/27,12500,12530,12450,12515,325473
2013/03/28,12460,12475,12285,12395,577379
2013/03/29,12415,12440,12330,12410,400135
2013/04/01,12395,12400,12155,12180,612978
2013/04/02,12050,12075,11805,12015,969843
2013/04/03,12205,12370,12150,12365,609833
2013/04/04,12175,12720,12080,12710,1330955
2013/04/05,13150,13245,12800,12805,1326426
2013/04/08,13240,13263,13095,13205,738437
2013/04/09,13335,13350,13155,13195,731796
2013/04/10,13190,13330,13180,13295,585846
2013/04/11,13435,13535,13380,13485,748221
2013/04/12,13445,13535,13400,13495,601929
2013/04/15,13340,13410,13260,13340,699888
2013/04/16,12990,13325,12945,13315,997904
2013/04/17,13340,13410,13320,13395,464982
2013/04/18,13270,13390,13205,13270,691905
2013/04/19,13300,13365,13200,13365,530381
2013/04/22,13580,13625,13545,13565,498873
2013/04/23,13550,13590,13505,13530,490821
2013/04/24,13705,13845,13705,13830,559258
2013/04/25,13870,13985,13835,13915,598311
2013/04/26,13980,14000,13845,13950,856202
2013/04/30,13835,13900,13780,13870,435495
2013/05/01,13835,13850,13795,13810,323347
2013/05/02,13745,13790,13640,13705,506902
2013/05/07,14115,14210,14060,14160,630461
2013/05/08,14205,14440,14200,14260,843305
2013/05/09,14360,14425,14205,14225,715944
2013/05/10,14550,14655,14515,14655,893897
2013/05/13,14780,14860,14735,14825,725389
2013/05/14,14830,14850,14755,14805,573667
2013/05/15,15025,15120,15010,15085,843808
2013/05/16,15180,15185,14880,15065,1149401
2013/05/17,14960,15180,14905,15180,715974
2013/05/20,15295,15395,15265,15385,619840
2013/05/21,15280,15400,15270,15395,581580
2013/05/22,15465,15715,15465,15680,879869
2013/05/23,15755,15955,14480,14585,2679860
2013/05/24,14845,15020,13975,14615,1991209
2013/05/27,14160,14315,14020,14040,927804
2013/05/28,13960,14415,13930,14350,993484
2013/05/29,14525,14545,14215,14215,839536
2013/05/30,13980,14090,13535,13635,1019002
2013/05/31,13885,13930,13675,13705,693095
2013/06/03,13525,13540,13235,13250,654966
2013/06/04,13200,13650,13060,13650,901308
2013/06/05,13550,13750,12950,12950,1046529
2013/06/06,12910,13240,12815,12815,964271
2013/06/07,12690,13110,12535,12700,1134017
2013/06/10,13350,13615,13195,13615,538143
2013/06/11,13525,13590,13145,13385,862691
2013/06/12,13075,13335,12990,13280,506352
2013/06/13,12950,12970,12400,12440,505065
2013/06/14,12895,12910,12615,12760,621694
2013/06/17,12560,13070,12540,13055,492665
2013/06/18,13000,13150,12910,13010,457630
2013/06/19,13275,13295,13055,13270,467362
2013/06/20,13100,13190,12945,13025,600029
2013/06/21,12705,13370,12680,13370,696626
2013/06/24,13440,13475,13005,13020,484456
2013/06/25,13080,13235,12750,12960,688719
2013/06/26,13200,13210,12780,12780,555047
2013/06/27,12965,13275,12865,13265,521270
2013/06/28,13380,13735,13345,13645,605989
2013/07/01,13765,13880,13560,13860,477829
2013/07/02,13965,14135,13900,14135,446620
2013/07/03,14180,14185,13970,14025,470200
2013/07/04,13980,14100,13950,13990,312503
2013/07/05,14160,14350,14155,14345,415984
2013/07/08,14470,14510,14060,14120,576927
2013/07/09,14295,14495,14180,14455,539889
2013/07/10,14450,14570,14275,14450,563061
2013/07/11,14280,14510,14255,14470,625541
2013/07/12,14470,14590,14415,14475,419713
2013/07/16,14600,14655,14560,14605,366577
2013/07/17,14505,14620,14450,14595,344287
2013/07/18,14660,14840,14650,14795,421737
2013/07/19,14925,14965,14405,14655,897706
2013/07/22,14775,14790,14515,14690,540406
2013/07/23,14575,14835,14535,14770,502245
2013/07/24,14720,14765,14625,14735,394746
2013/07/25,14740,14755,14525,14525,463667
2013/07/26,14345,14380,14100,14130,633940
2013/07/29,13875,13960,13605,13605,512803
2013/07/30,13640,13915,13610,13900,505163
2013/07/31,13715,13840,13600,13605,467180
2013/08/01,13665,14055,13640,14035,501735
2013/08/02,14185,14490,14150,14470,541610
2013/08/05,14320,14375,14215,14230,383575
2013/08/06,14220,14415,14015,14395,553919
2013/08/07,14095,14145,13820,13865,592626
2013/08/08,13800,14045,13540,13630,769802
2013/08/09,13680,13760,13510,13650,574901
2013/08/12,13495,13665,13410,13510,422797
2013/08/13,13705,13870,13680,13845,423752
2013/08/14,13940,14055,13735,14015,457730
2013/08/15,13820,13985,13700,13800,516268
2013/08/16,13530,13735,13515,13665,454718
2013/08/19,13640,13760,13575,13760,307206
2013/08/20,13630,13735,13365,13415,494809
2013/08/21,13425,13500,13240,13410,495171
2013/08/22,13310,13450,13220,13365,419952
2013/08/23,13625,13775,13585,13695,435802
2013/08/26,13710,13740,13580,13660,279391
2013/08/27,13540,13680,13500,13545,307043
2013/08/28,13200,13400,13185,13360,449790
2013/08/29,13385,13475,13365,13460,333814
2013/08/30,13580,13630,13335,13355,496709
2013/09/02,13445,13620,13410,13570,343041
2013/09/03,13745,14000,13745,13995,483069
2013/09/04,13870,14095,13835,14095,397723
2013/09/05,14145,14170,13975,14005,453528
2013/09/06,14080,14090,13825,13850,511680
2013/09/09,14330,14350,14110,14220,455724
2013/09/10,14325,14455,14285,14395,444265
2013/09/11,14510,14570,14410,14445,429191
2013/09/12,14400,14460,14320,14330,190989
2013/09/13,14275,14380,14165,14340,486000
2013/09/17,14395,14425,14255,14290,318290
2013/09/18,14360,14575,14345,14440,511526
2013/09/19,14625,14710,14520,14685,484177
2013/09/20,14735,14760,14640,14685,362243
2013/09/24,14575,14715,14540,14675,367338
2013/09/25,14685,14710,14560,14565,336083
2013/09/26,14540,14855,14420,14830,696114
2013/09/27,14795,14840,14710,14745,358773
2013/09/30,14510,14635,14430,14485,428836
2013/10/01,14530,14670,14475,14510,517949
2013/10/02,14495,14590,14120,14190,725002
2013/10/03,14145,14230,14085,14135,376769
2013/10/04,14050,14160,13940,14035,513623
2013/10/07,14070,14085,13825,13855,450300
2013/10/08,13805,13940,13750,13925,446285
2013/10/09,13785,14065,13765,14065,434088
2013/10/10,14110,14210,14080,14185,391212
2013/10/11,14320,14465,14305,14410,507559
2013/10/15,14515,14530,14430,14455,256166
2013/10/16,14460,14520,14420,14470,310033
2013/10/17,14645,14685,14505,14595,413509
2013/10/18,14600,14630,14510,14595,304302
2013/10/21,14635,14750,14630,14705,330468
2013/10/22,14690,14760,14650,14715,258197
2013/10/23,14775,14800,14410,14435,601257
2013/10/24,14360,14510,14275,14485,547553
2013/10/25,14450,14455,14095,14120,665139
2013/10/28,14275,14410,14195,14365,426242
2013/10/29,14280,14410,14225,14340,437119
2013/10/30,14480,14540,14430,14535,383185
2013/10/31,14475,14530,14325,14360,378615
2013/11/01,14415,14420,14125,14190,489257
2013/11/05,14315,14325,14145,14200,442317
2013/11/06,14155,14420,14130,14350,518418
2013/11/07,14360,14390,14220,14245,493454
2013/11/08,14040,14180,14025,14080,449864
2013/11/11,14300,14320,14215,14280,341392
2013/11/12,14305,14595,14290,14550,552827
2013/11/13,14525,14615,14495,14605,392966
2013/11/14,14675,14990,14670,14825,868496
2013/11/15,15060,15225,15005,15165,676798
2013/11/18,15270,15290,15115,15175,548925
2013/11/19,15115,15180,15025,15145,475194
2013/11/20,15185,15230,15070,15100,390618
2013/11/21,15200,15440,15175,15415,619817
2013/11/22,15555,15600,15310,15425,688905
2013/11/25,15530,15640,15470,15605,475109
2013/11/26,15500,15590,15465,15525,364863
2013/11/27,15420,15530,15420,15475,335385
2013/11/28,15630,15735,15620,15710,334226
2013/11/29,15665,15745,15505,15725,466969
2013/12/02,15670,15715,15585,15690,361583
2013/12/03,15765,15805,15660,15725,430902
2013/12/04,15505,15580,15325,15470,712325
2013/12/05,15360,15435,15125,15155,564787
2013/12/06,15110,15340,15100,15310,526472
2013/12/09,15595,15670,15555,15650,395122
2013/12/10,15635,15640,15560,15595,345221
2013/12/11,15510,15570,15375,15515,403878
2013/12/12,15355,15380,15230,15380,218406
2013/12/13,15470,15555,15250,15475,717833
2013/12/16,15415,15420,15150,15220,526223
2013/12/17,15305,15340,15260,15295,272464
2013/12/18,15260,15610,15260,15590,516701
2013/12/19,15870,15910,15760,15765,541230
2013/12/20,15775,15885,15750,15860,366095
2013/12/24,15990,16050,15855,15905,368621
2013/12/25,15850,16100,15850,16100,255877
2013/12/26,16100,16235,16095,16235,306462
2013/12/27,16220,16240,16060,16200,444112
2013/12/30,16280,16335,16185,16310,378403
2014/01/06,16115,16150,15855,15905,626600
2014/01/07,15825,15940,15775,15785,479707
2014/01/08,15945,16135,15905,16110,416483
2014/01/09,15980,15995,15830,15910,503887
2014/01/10,15830,15935,15750,15910,473468
2014/01/14,15545,15590,15375,15420,632452
2014/01/15,15670,15800,15635,15775,470028
2014/01/16,15840,15945,15705,15715,458794
2014/01/17,15680,15785,15620,15750,364945
2014/01/20,15720,15725,15565,15660,363552
2014/01/21,15710,15900,15700,15785,433497
2014/01/22,15735,15875,15620,15825,612825
2014/01/23,15905,15970,15660,15700,635652
2014/01/24,15450,15490,15270,15440,712806
2014/01/27,14955,15085,14925,14950,654929
2014/01/28,15020,15090,14945,14985,424424
2014/01/29,15195,15380,15190,15375,463240
2014/01/30,15025,15035,14845,14990,611592
2014/01/31,15145,15160,14750,14855,581586
2014/02/03,14780,14850,14555,14555,545530
2014/02/04,14200,14300,13930,13930,866918
2014/02/05,14280,14285,13985,14175,714030
2014/02/06,14235,14305,14120,14155,513583
2014/02/07,14400,14490,14350,14490,415990
2014/02/10,14675,14735,14560,14735,421409
2014/02/12,14830,14875,14755,14765,463072
2014/02/13,14775,14780,14470,14500,476618
2014/02/14,14525,14680,14225,14325,780069
2014/02/17,14335,14425,14185,14405,458058
2014/02/18,14505,14900,14430,14840,703797
2014/02/19,14715,14800,14660,14780,322111
2014/02/20,14690,14725,14410,14420,505280
2014/02/21,14605,14890,14605,14830,426247
2014/02/24,14780,14980,14640,14850,553524
2014/02/25,14975,15090,14945,14995,394941
2014/02/26,14885,15085,14885,15000,354551
2014/02/27,14940,15020,14840,14960,360301
2014/02/28,14910,14950,14730,14860,442453
2014/03/03,14650,14680,14435,14630,492602
2014/03/04,14535,14885,14530,14835,400720
2014/03/05,14925,14995,14880,14885,359046
2014/03/06,14935,15215,14865,15125,497009
2014/03/07,15265,15315,15145,15295,400146
2014/03/10,15190,15275,15085,15170,355178
2014/03/11,15190,15275,15120,15210,359229
2014/03/12,14990,15015,14810,14825,431666
2014/03/13,14845,14935,14750,14750,194049
2014/03/14,14370,14390,14190,14220,460218
2014/03/17,14185,14285,14115,14270,364115
2014/03/18,14455,14460,14310,14350,281490
2014/03/19,14430,14590,14210,14410,467428
2014/03/20,14460,14465,14110,14140,459542
2014/03/24,14200,14425,14185,14395,310206
2014/03/25,14280,14445,14215,14275,274689
2014/03/26,14420,14480,14305,14380,300229
2014/03/27,14275,14675,14235,14640,507421
2014/03/28,14570,14725,14530,14695,340876
2014/03/31,14840,14850,14720,14785,299383
2014/04/01,14865,14875,14740,14755,310714
2014/04/02,14910,15085,14895,14975,429570
2014/04/03,15030,15185,14990,15080,378105
2014/04/04,15000,15110,15000,15080,189924
2014/04/07,14870,14910,14775,14815,291237
2014/04/08,14730,14760,14580,14590,402799
2014/04/09,14450,14520,14285,14380,466923
2014/04/10,14510,14520,14240,14300,413602
2014/04/11,13970,14060,13840,14060,466173
2014/04/14,13880,14015,13875,13950,261216
2014/04/15,14080,14110,13975,14040,269715
2014/04/16,14175,14430,14160,14415,389820
2014/04/17,14400,14505,14355,14380,342245
2014/04/18,14500,14550,14450,14525,189222
2014/04/21,14545,14660,14500,14525,257327
